id_user,timestamp,source,message,category
3911,11/13/2024,livechat,"""Not true, why do I get every day""",other
2209,11/13/2024,livechat,"""I'll get back with you""",other
228,11/13/2024,telegram,"""Could I please have a do over? My internet connection was bad while I was just gambling and my game was thrown off""",game issues
3626,11/13/2024,livechat,"""there is now 100s of thousands casinos available to me, yet I stay loyal to you guys for long time, all 100,000 online casinos give you second chance spins or percentage of loss, the second you guys take that away I will move on to another. You should keep your loyal customers happy""",other
4963,11/13/2024,livechat,"""It's like 4 seconds before page reload in a red box""",other
1063,11/13/2024,telegram,"""I just confused. Every time i wont on a free spins I couldn’t  it said redeem it ; i have to make a deposit first before i can redeem the winnings, I did made deposit but I didn’t see any of my winnings available?""",freespin issues
1063,11/13/2024,telegram,"""Ouch darn it ….""",other
3652,11/13/2024,livechat,"""And now it won't let me  .....""",other
1417,11/13/2024,livechat,"""Don't show in my history of the game .""",other
4422,11/13/2024,livechat,"""I open this account around 3 month""",other
995,11/13/2024,telegram,"""I did go into the game but when I press spin it says insufficient funds""",account issues
2102,11/13/2024,livechat,"""And I'm waaay past  5 deposits""",payment issues
379,11/13/2024,livechat,"""I never bet that high""",other
4912,11/13/2024,livechat,""".so what dose that have do whmi r hcany think err last""",other
994,11/13/2024,telegram,"""Lol , the slots were on fire with money ypu weren't going to oay oit , now they miss everytime""",game issues
4173,11/13/2024,livechat,"""like Rambo said""",other
4103,11/13/2024,livechat,"""Now it seems the more I play the less I win, which I understand don't play if you can't afford to lose Anat your playing with.  But also the excitement of playing of the;""",game issues
3918,11/13/2024,livechat,"""I deposited $50 like two hours ago. It’s still not hit yet. It’s confirmed.""",payment issues
3993,11/13/2024,livechat,"""Sorry I sent wrong one""",other
994,11/13/2024,telegram,"""Yeah close the account,  now that's it's not bonus spins the slots dont pay""",payment issues
1258,11/13/2024,livechat,"""Wtf that's messed up""",other
4320,11/13/2024,livechat,"""May I speak with an agent""",other
3775,11/13/2024,livechat,"""So I guess my deposit amount was $7.98 and I was able to deposit that much amount several other times in the past so basically what you're trying to tell me is that you guys stole my money then""",other
4732,11/13/2024,livechat,"""I used bsc""",game issues
4983,11/13/2024,livechat,"""What do you mean forfeited? Why wouldn’t it return back to my account and you can check the transaction history after I received those free spins I gambled all the money and lost it and then deposited more money and played with that.""",account issues
3083,11/13/2024,livechat,"""I please get a few spins. I'm a very loyal player""",other
4208,11/13/2024,livechat,"""thats the hash""",freespin issues
2157,11/13/2024,livechat,"""I honestly didn't realise my balance was being affected at first""",account issues
3708,11/13/2024,livechat,"""can you please show me what proof you have of these accusations?""",other
4140,11/13/2024,livechat,"""Push spin and win x2 ...... Which of course equals zero again""",other
1743,11/13/2024,livechat,"""Okay and that prior week?""",other
1275,11/13/2024,livechat,"""Grant me luck""",other
3314,11/13/2024,livechat,"""Hi ya mate why aren't your game loading up""",game issues
2377,11/13/2024,livechat,"""For my first two deposits I was supposed to have free spins never got them""",freespin issues
3565,11/13/2024,livechat,"""And one set of 10""",other
1074,11/13/2024,telegram,"""YOU ARE A CHAMPION!!""",other
4100,11/13/2024,livechat,"""Ok then i know what i need to so""",other
1735,11/13/2024,livechat,"""Where can I play my 25 spins for code starzvip?""",game issues
1446,11/13/2024,telegram,"""Could escalate it please""",other
1446,11/13/2024,telegram,"""Do I have free spins?""",freespin issues
277,11/13/2024,telegram,"""You guys are wrong""",other
4124,11/13/2024,livechat,"""Yeah, but could you check it if I’m getting any tomorrow""",other
2679,11/13/2024,livechat,"""Gifts expired!""",other
6451,11/13/2024,livechat,"""Hi I cant play any games""",game issues
1343,11/13/2024,livechat,"""Hv a great day""",other
4468,11/13/2024,livechat,"""How do I do that""",other
2397,11/13/2024,livechat,"""It says my deposit has gone through on my end and is confirmed on blockchain. But my account still says $0.00 ... I know it it above the minimum requirement because it's more than previous deposits that have gone through..""",account issues
2117,11/13/2024,livechat,"""How come ?**,,""",other
1092,11/13/2024,telegram,"""Darn""",other
1092,11/13/2024,telegram,"""Is it possible to send bitcoin via lightning?""",payment issues
4245,11/13/2024,livechat,"""Still DIDNT work it was  “Wednesday free spins”""",freespin issues
4402,11/14/2024,livechat,"""now I see it""",other
5059,11/14/2024,livechat,"""Yeah that’s the right account if it doesn’t go in with in that time what do I do""",account issues
5298,11/14/2024,livechat,"""Hi received only 80""",other
5288,11/14/2024,livechat,"""I'm trying to recover the email address but it's difficult""",account issues
68,11/14/2024,telegram,"""I deposited $10 into my USDT wallet. It was confirmed then somehow it got sent to out and it never appeared in my account""",payment issues
4051,11/14/2024,livechat,"""Can you please explain to me why there ZERO record of my Wild Spins games?""",freespin issues
4838,11/14/2024,livechat,"""I played wild spins""",freespin issues
4497,11/14/2024,livechat,"""So this is a scam site""",freespin issues
3982,11/14/2024,livechat,"""Yes absolutely""",other
4854,11/14/2024,livechat,"""You have to send them to my bank?""",payment issues
4215,11/14/2024,livechat,"""Is there any no deposit bonus I can claim though""",account issues
5234,11/14/2024,livechat,"""Wild Spins""",other
4210,11/14/2024,livechat,"""i need to have more assistance on where my money has gone""",account issues
4430,11/14/2024,livechat,"""Yes sir thank you""",other
4279,11/14/2024,livechat,"""Hi,agent pls""",other
1049,11/14/2024,livechat,"""It goes straight into the game regularly""",game issues
579,11/14/2024,livechat,"""Well there was a couple times on Monday where you guys are supposed to do 50% of what I deposit and I never got that""",payment issues
4269,11/14/2024,livechat,"""Where’s my money at I have the proof that I sent it and it went to the block chain so where’s is it at""",payment issues
1395,11/14/2024,livechat,"""Hi there im trying to deposit on my account how come he dosent go.through""",account issues
5085,11/14/2024,livechat,"""I have 80 free spins left""",freespin issues
4330,11/14/2024,livechat,"""I have talked to my bank and it is nothing that they have done. It's happening at your end ur charging Me in American dollars not New Zealand dollars""",payment issues
5068,11/14/2024,livechat,"""Can you please find out for me with my uploading of my documents of deposit and payment method which I already uploaded to you already. It’s still pending after afew days already. I dont want to continue depositing and playing when it’s hasn’t been resolved""",payment issues
5153,11/14/2024,livechat,"""Why can I not play my 80 free spins""",freespin issues
1635,11/14/2024,livechat,"""Sorry load plz""",freespin issues
4559,11/14/2024,livechat,"""That’s bullshit""",other
660,11/14/2024,telegram,"""It’s still not working""",other
5247,11/14/2024,livechat,"""Can you delete the other account off my profile""",account issues
4838,11/14/2024,livechat,"""Some of this number was 1time payment credit card""",payment issues
184,11/14/2024,telegram,"""I was unaware that they were now for my deposit""",payment issues
3651,11/14/2024,livechat,"""Heyso is the 500 not done properly""",other
4493,11/14/2024,livechat,"""Do you know which countrys allows Pragmatic play?""",other
184,11/14/2024,telegram,"""Yesterday I wrote in about my free spins for depositing on Wednesday and I haven’t gotten them""",freespin issues
5580,11/14/2024,livechat,"""Okay, i will try this""",other
4922,11/14/2024,livechat,"""I don't have utility bills""",payment issues
2372,11/14/2024,livechat,"""It was 47 doll""",other
4327,11/14/2024,livechat,"""Hello Dave so I'm so sorry to bother you I'm. Not sure how to compare the bitcoin currency to us dollar amount so I put a minium amount that I usually always do when I have a minimum amount to play with that had always made it with no problem I have made a deposit it's cleared on the other side but had not made it to my account""",account issues
5701,11/14/2024,livechat,"""k I will try that now thank you""",other
5402,11/14/2024,livechat,"""Will the games complete correctly?""",game issues
5456,11/14/2024,livechat,"""I made a deposit and never received it""",payment issues
5121,11/14/2024,livechat,"""I'm trying to deposit 20.00 from my one bank account""",account issues
2514,11/14/2024,livechat,"""Thats it thank you very much 😁""",other
5773,11/14/2024,livechat,"""I  made a deposit i thought it was for 20, but it was for only 8$ actually.""",payment issues
4865,11/14/2024,livechat,"""Can you credit me free spinsz""",freespin issues
1745,11/14/2024,livechat,"""I’m a a VIP I spend a lot of money here . And you can see my bets have never been that high""",other
1553,11/14/2024,livechat,"""could this deposit be added as a bonus""",other
5400,11/14/2024,livechat,"""If it's the same address when you send it and receive it each time then yes. Do they assign a different address each time you do a transaction?""",other
5143,11/14/2024,livechat,"""I have rescued payout tupicslly 24 hours period""",payment issues
4866,11/14/2024,livechat,"""it hasnt before""",other
5221,11/15/2024,livechat,"""My bonus spins aren't activating""",freespin issues
5574,11/15/2024,livechat,"""or how ever ya spell it""",other
4436,11/15/2024,livechat,"""Why are u not responding""",other
5058,11/15/2024,livechat,"""Ok yes Friday loyalty then :)""",other
5264,11/15/2024,livechat,"""Hey I have yesterday made to deposit it today at receive free bonus but it's not letting me play them activate them but I never play them""",account issues
5661,11/15/2024,livechat,"""Ho Josie. U can see all my messages right? Or do I need to explain again?""",other
4637,11/15/2024,livechat,"""no transaction on pending""",other
5388,11/15/2024,livechat,"""qnd it pending""",other
5218,11/15/2024,livechat,"""No error  I mean I’ve never had this problem before it was like skipping reals lost 40 bucks like instantly""",other
5375,11/15/2024,livechat,"""never had this happen is why I’m asking""",other
4567,11/15/2024,livechat,"""where are my free spins I logged on at 8 pm to get""",freespin issues
660,11/15/2024,telegram,"""I think there’s a glitch""",freespin issues
4651,11/15/2024,livechat,"""Hold on let me try to copy it again""",other
5036,11/15/2024,livechat,"""Expired bonuses""",payment issues
5729,11/15/2024,livechat,"""I was in one of the slot games playing and left it for a different one and when I went into the other one it said I had no funds when I just had like $25-30 when I was leaving the last game""",payment issues
5307,11/15/2024,livechat,"""Why was my transaction canceled and I only got 100$ back""",payment issues
4637,11/15/2024,livechat,"""I seen the address on there an told my husband that’s not my useral address but I went ahead an copied it an sent it""",other
1246,11/15/2024,telegram,"""How long will it take for the funds to come back into my account so I can cash out again""",account issues
1246,11/15/2024,telegram,"""The cash out that you canceled because I put in the wrong detailes""",payment issues
4922,11/15/2024,livechat,"""The email I got""",other
5493,11/15/2024,livechat,"""This is pissing me off. Stop closing me out of the chat and saying I’m not active I’m right here.""",other
5466,11/15/2024,livechat,"""do I need to explain what just happen ?""",other
5639,11/15/2024,livechat,"""Just wondering why I didn't get the Friday bonus this week""",account issues
5250,11/15/2024,livechat,"""Crypto deposit""",other
4304,11/15/2024,livechat,"""Thats \"" i will make you angry\"" bonus""",other
5676,11/15/2024,livechat,"""I usually get it at 8pm CST. I'm kinda worridd""",other
4886,11/15/2024,livechat,"""No problem""",other
4793,11/15/2024,livechat,"""Im not computer smart""",other
5587,11/15/2024,livechat,"""dont wanna take to much Of your time""",other
3873,11/15/2024,livechat,"""So I believe u owe me another 100""",payment issues
5207,11/15/2024,livechat,"""Hi there, I have an inquiry about a request asked of me for my withdrawal process""",other
4190,11/15/2024,livechat,"""Hi I need to speak w someone about my last cash out""",payment issues
4653,11/15/2024,livechat,"""fucking coward ass fucking thieves""",freespin issues
5513,11/15/2024,livechat,"""can I speak to an agent.""",other
3376,11/15/2024,livechat,"""I understand that I used it then what I am saying is I never used it again and I would very much like to see a copy of the cash out slip I used on 11/11""",payment issues
6045,11/15/2024,livechat,"""Hi I sent this money to this address that you provided on your platform and I do not know where it is now""",payment issues
4959,11/15/2024,livechat,"""You can delet us to""",other
4813,11/15/2024,livechat,"""Is it a nab account the one I sent to?""",account issues
6903,11/15/2024,livechat,"""i thought it was kind of unusual that it is asking me for a dollar amt instead of a bitcoin amt but it wont let me change it""",other
6146,11/15/2024,livechat,"""really? So there’s nothing you’ll do?""",other
817,11/15/2024,telegram,"""I did not ask for aelcome package promotion""",other
7849,11/15/2024,livechat,"""Knowing y lucky its expired""",other
6935,11/15/2024,livechat,"""Like I'm supposed to trust gambling here now""",game issues
7434,11/15/2024,livechat,"""Secondly....I deposited and won with money I deposited....not any previous money""",other
4612,11/15/2024,livechat,"""What's going on""",other
156,11/15/2024,telegram,"""Apologize it may have been the day before that but it was one of these days. I hit the jackpot mania number and didn't get award the $100""",other
4393,11/15/2024,livechat,"""No do not do that again""",other
6722,11/15/2024,livechat,"""I am trying to confirm my withdrawal By clicking the link I received in the email and I keep getting a message saying confirmation failed""",account issues
7112,11/15/2024,livechat,"""I just moved back to Canada""",other
107,11/15/2024,telegram,"""Is it the system or my wifi?""",freespin issues
4900,11/15/2024,livechat,"""I didn't receive my Friday loyalty bonus""",payment issues
6800,11/16/2024,livechat,"""i need my money please""",payment issues
6718,11/16/2024,livechat,"""Ok then it was not that one""",other
1987,11/16/2024,livechat,"""It was cleared on blockchain but it was never credited to my account that's why it keeps coming up""",account issues
7302,11/16/2024,livechat,"""When i cashed out a few days ago it accepted i nevrr got an email from you guys never withdrew""",account issues
7305,11/16/2024,livechat,"""Cash app was m laat laat""",payment issues
7337,11/16/2024,livechat,"""This has to do w your side""",other
6558,11/16/2024,livechat,"""I have deposited a lot of money the last week""",payment issues
1506,11/16/2024,livechat,"""yeah, do you want me to upload my documents again as I have withdrawn several times now so I don’t know why you need my documents again. Can you please have a look? Thank you.""",other
7236,11/16/2024,livechat,"""I need this 100$ so bad you have no idea""",payment issues
7976,11/16/2024,livechat,"""But onceb the free spins are completed, I can view them in USD, CORRECT?""",freespin issues
3693,11/16/2024,livechat,"""No deposit free spins""",freespin issues
870,11/16/2024,livechat,"""unsure why my account was brazil - my docs clearly showed another country""",account issues
4042,11/16/2024,livechat,"""Can I talk with an agent please""",other
7254,11/16/2024,livechat,"""Just wanted to transfer my history deposit""",payment issues
7003,11/16/2024,livechat,"""hi, how do I play with the 20 free spins instead of my account balance please?""",freespin issues
6541,11/16/2024,livechat,"""Hey Dave can u please tell me what’s taking my 18.10 so long to deposit?""",payment issues
7923,11/16/2024,livechat,"""i sent BTC ABOUT AN HOUR AGO and it's confirmed on blockchain but not on Bitsarz yet and it was the right amount so I don't get why it's not on yet please help""",payment issues
1476,11/16/2024,telegram,"""It loads the regular game""",game issues
6832,11/16/2024,livechat,"""Minor jackpot target was j100""",other
6936,11/16/2024,livechat,"""I know alot of people who play""",other
331,11/16/2024,livechat,"""This feels like I got scammed""",other
6879,11/16/2024,livechat,"""when i scan it says crypto address is invalid?""",account issues
1035,11/16/2024,livechat,"""Did you get the picture I sent""",other
1742,11/16/2024,livechat,"""It said in the morning one person ahead of me blockchain""",other
4599,11/16/2024,livechat,"""I don't know what that means I was able to withdrawl  funds yesterday and had no problem what so ever""",other
6917,11/16/2024,livechat,"""I'm pretty sure I did that when I signed up""",other
4011,11/16/2024,livechat,"""Can you do that please""",other
7115,11/16/2024,livechat,"""I got a jackpot and the money never got on my account?""",payment issues
6675,11/16/2024,livechat,"""Itvwas on Aztec warrior or somtheing""",other
1414,11/16/2024,telegram,"""Der is no Account""",other
7810,11/16/2024,livechat,"""i lose a lot""",other
3732,11/16/2024,livechat,"""im going to lose now 700 that ic ant aford to lose""",other
1753,11/16/2024,telegram,"""Sorry my battery died.""",freespin issues
7563,11/16/2024,livechat,"""Glad I didn't.""",other
6693,11/16/2024,livechat,"""You guys have more free spins""",freespin issues
7178,11/16/2024,livechat,"""Ok I need a small favour from your side at the moment""",other
8008,11/16/2024,livechat,"""why is so taking so long to be credited my deposit in my account what’s going on""",account issues
7080,11/16/2024,livechat,"""It's been confirmed on the block chain""",other
1956,11/16/2024,livechat,"""I'm so close but I don't think I can b credited because of my lack of status""",account issues
6690,11/16/2024,livechat,"""Hello I have free spins open but no money left in the account can you help me please""",account issues
7072,11/16/2024,livechat,"""in free games""",other
7160,11/16/2024,livechat,"""i played wir real money and now i have no money""",payment issues
1572,11/16/2024,livechat,"""Nope I lost a bunch never cash out""",account issues
7839,11/16/2024,livechat,"""I’m trying to verify my email but I spelt it wrong on your site""",account issues
843,11/16/2024,livechat,"""It's there thank you""",other
7115,11/16/2024,livechat,"""Well the email that’s on the account isn’t spelled right so help me out""",account issues
7346,11/17/2024,livechat,"""Which I'm not getting at all, from the start I was mislead, Dave told me my real money n bonus funds were completely separate and my real money would stay as real money  and then change of story once I make the deposit so I was mislead into accepting the bonus due to the discussion with him and now this Oliver person not even trying to understand and being passive aggressive  and just ending the chat without even letting me reply is not on""",payment issues
7845,11/17/2024,livechat,"""Hey I'm still having trouble with the promotion""",freespin issues
8148,11/17/2024,livechat,"""I've done that and I couldn't get it""",other
7337,11/17/2024,livechat,"""Can you confirm the amounts I sent through 3 cash out request on 15/11 x 2 and on 16/11 x 1""",payment issues
2325,11/17/2024,livechat,"""I'm not receiving weekly free spins.  Like I'm receiving them but apparently they dont show in my account.  But they're showing in my rewards history.  This is the only way I know.  I log in daily and always take advantage of secur""",freespin issues
1774,11/17/2024,telegram,"""Where is my friday loyalty bonus""",payment issues
6909,11/17/2024,livechat,"""I made a deposit and it hasn't shown up""",payment issues
1882,11/17/2024,livechat,"""Fucki g kidding 17 spins in a row and nothi g on  bonous spins go fu k ypurselfs cheati g pie e of shit fuck u!!!!""",freespin issues
1321,11/17/2024,livechat,"""Do u know why?""",other
713,11/17/2024,telegram,"""I put money on my account and it said it was successful deposit but the amount isn’t showing up""",account issues
7384,11/17/2024,livechat,"""Delete my account""",account issues
7824,11/17/2024,livechat,"""If you look at my history you can see it a $50 cashout a""",payment issues
7634,11/17/2024,livechat,"""Cash You grant me a few let o deposit spins please""",payment issues
1532,11/17/2024,livechat,"""No thanks probably won't b playing here any more""",other
6879,11/17/2024,livechat,"""Hi! I just sent SOL in exchange for USDT using the exchange…does this process take longer to reflect in my account vs sending USDT directly?""",other
8162,11/17/2024,livechat,"""Can you help me""",other
6857,11/17/2024,livechat,"""I really want to play but no money yet 😞""",payment issues
7012,11/17/2024,livechat,"""Give me m'y ltc reward and cash out""",payment issues
7974,11/17/2024,livechat,"""c6969d368c14821a157b5d5d8af4390ef43f277ca0b9f54a0726050f8d89eb04""",other
7111,11/17/2024,livechat,"""I tried I can’t get into it""",other
8138,11/17/2024,livechat,"""I made a deposit hours ago and it still has not posted""",payment issues
6774,11/17/2024,livechat,"""with this deposit""",payment issues
6968,11/17/2024,livechat,"""I’ve never played Plinko""",other
7075,11/17/2024,livechat,"""my recent deposit says received""",payment issues
7313,11/17/2024,livechat,"""Ok. I accept that. I wanted to know, before I make a deposit, if I'll be able to withdraw my winning, if I do happen to win""",account issues
7660,11/17/2024,livechat,"""All righty thanks for the chuckles""",other
7096,11/17/2024,livechat,"""Yes escalate the issue for further review please""",other
4061,11/17/2024,livechat,"""It is confirmed three times right before that's what I'm trying to show you""",other
7302,11/17/2024,livechat,"""No problem""",other
7889,11/17/2024,livechat,"""That would be the one with the red arrow""",other
6874,11/17/2024,livechat,"""Kontoauszug heute""",account issues
107,11/17/2024,telegram,"""Still don’t have it yet 🫣""",other
7962,11/17/2024,livechat,"""Goodman again like I'm sorry if you're not I know that it's probably not your fault or whatever if it is then shame on you but again like I know I mean I know what I've been doing and I know what I was at not crazy I'm not dumb I'm not an a****** but think about it bro like this is not like come on man it's not $35 we're talking about I know you know what I mean again I apologize I don't mean to go off on you because you probably don't have nothing to do with it but I mean who else do I talk to? Put me in the right direction and I'll gladly go talk to them I do apologize for speaking to you in that manner but it's very very frustrating when I mean come on man like I know what I'm doing I know what I'm doing I am here in this moment I am looking at my phone I know what I was doing I know what was happening you were not here you do not know what's happening you looked at a screen and told me what I'm doing or what you think I was doing or what there's proof of me doing because that's all you have on the other hand I lived it so yes it's very frustrating to you and I'm sorry....""",other
1329,11/17/2024,telegram,"""but can i withdraw in USDT""",account issues
7759,11/17/2024,livechat,"""If you need that exactly so should i login in again and take a sc i""",account issues
3910,11/17/2024,livechat,"""Id like to claim nick200 on my next deposit""",payment issues
1374,11/17/2024,livechat,"""Wish me luck xoxoxo""",other
7764,11/17/2024,livechat,"""How do I change my username that displays on the jackpot mania tournaments or any other thing associated with my profile?""",account issues
7474,11/17/2024,livechat,"""It’s not there""",other
8325,11/17/2024,livechat,"""That is bit misleading to be honest but I'll use crypto in future""",other
7065,11/17/2024,livechat,"""yeah, you can stop pushing me off and provide the proof""",other
7838,11/17/2024,livechat,"""Copy sorry for this. I didn’t know that I didn’t realize that there was a minimum requirement to deposit.""",payment issues
7510,11/17/2024,livechat,"""Copy. I know now. And I do appreciate it""",other
7091,11/17/2024,livechat,"""I’m the only one who plays""",other
6924,11/17/2024,livechat,"""My ten spins I need them""",freespin issues
1804,11/17/2024,telegram,"""I have verified email it keeps saying no""",account issues
7496,11/17/2024,livechat,"""Hi Jonathan""",other
7653,11/17/2024,livechat,"""Can’t log in I’m in GB""",account issues
7958,11/17/2024,livechat,"""I'd like to close my account please. There is not enough incentives to play here.""",account issues
4664,11/17/2024,livechat,"""Appericate""",other
783,11/17/2024,livechat,"""Ok sorry about that I  check next time Bitcoin go up and but I appreciate it thank you so much .""",payment issues
7287,11/18/2024,livechat,"""No I activated them and it froze now won't load them""",freespin issues
5331,11/18/2024,livechat,"""Yes, how can I get a hold of you directly""",other
995,11/18/2024,telegram,"""It has said pending for about an hour now""",other
2309,11/18/2024,livechat,"""Yes, no problem, so you're playing and for whatever reason, there'll be a little small red.in the middle that comes up once in a while that says something like it needs to be reset, and I don't know what it means it means, but you have no other option but to hit. It and then it will, it, uh, Rhea does its resets recalibrates. I don't know why well when it does. This doesn't matter what you were betting. If it was one cent or Harvard, you had it soon? Said, which might always be 15 lines. We're at 1 penny, which will be 15 cents. You could see it through my history. I play it quite a bit well. When it resets like that, it automatically goes to a $50, usually right? Instead of your last bet, so it's really easy to be in the in the moment and not realize that not slow down and keep betting like I just did and lost quite a bit right at the end and which means a lot to me. I like to play It for a while. As you could see, look at my history, I play quite a bit But it does that a lot, and it got me tonight""",other
8269,11/18/2024,livechat,"""all the small print rules that just limit player loyalty""",game issues
3747,11/18/2024,livechat,"""That's all thank u""",other
6999,11/18/2024,livechat,"""That’s not an open ended answer…….. as in order for me to enjoy the casino for entertainment purposes, I would need VIP status.""",other
1781,11/18/2024,livechat,"""Hi i don't know if u guys realize this but there's an issue with the keno original btstarz game...""",game issues
7119,11/18/2024,livechat,"""It’s says its50% reload bonus""",other
8065,11/18/2024,livechat,"""i always use them""",other
7885,11/18/2024,livechat,"""I just made a deposit of 0.10 LTC and it said I would get 0.20 LTC + 180 Free Spins.""",freespin issues
512,11/18/2024,telegram,"""MAN FUCK YOU AND FUCK YOUR GAME GOODBYE IM DELETING IT THIS TIME AND MY ACCOUNT""",account issues
7444,11/18/2024,livechat,"""Customer always right""",other
2109,11/18/2024,livechat,"""I just want $100 back""",payment issues
7407,11/18/2024,livechat,"""I’ve tried that already""",other
7849,11/18/2024,livechat,"""I appreciate it I wasn't aware that account was still there I recent made withdrawal of 1000 3002 it all went to account ending in 5151. So I don't know what happened.  As long as 8306 is removed please 🙏.""",account issues
3777,11/18/2024,livechat,"""pay with visa""",payment issues
7927,11/18/2024,livechat,"""Just any pdf from bank from 26th to now? Just like a paycheck or something like that?""",payment issues
7742,11/18/2024,livechat,"""Registration spins""",account issues
7487,11/18/2024,livechat,"""for any users?""",other
1112,11/18/2024,livechat,"""Do you. See a pending dodgecoin transaction for me on the blockchain please""",payment issues
8070,11/18/2024,livechat,"""Hi it said my cash out failed""",payment issues
7250,11/18/2024,livechat,"""Ofcourse 🥳""",other
8357,11/18/2024,livechat,"""Hi Ann it's Kayla here thank you for sorting my issue can you help if possible""",other
7623,11/18/2024,livechat,"""Hey can you please acrivate my freespins please?""",freespin issues
7168,11/18/2024,livechat,"""I just withdrawn and said Cash out failed after I confirm the address for my email but still took my money. From wondering if that withdrawel went through or not""",account issues
7573,11/18/2024,livechat,"""This is disappointing. Thank you, I will close my account.""",account issues
7058,11/18/2024,livechat,"""i dont have it in the chouises""",other
7415,11/18/2024,livechat,"""hello i tryed to cahs out my money but was cancelled""",payment issues
8062,11/18/2024,livechat,"""oh okey, thank you""",other
7651,11/18/2024,livechat,"""I have j$ 25 free spin""",freespin issues
7555,11/18/2024,livechat,"""never mind, if its too difficult to look into don't worry, i have just been meaning to follow this up since then...""",other
7581,11/18/2024,livechat,"""I got the three scatters but no feature could you please look into please …""",other
3343,11/18/2024,livechat,"""Hi, I tried to claim my jackpot spins but it wouldn't let me""",game issues
503,11/18/2024,livechat,"""This was a few hours ago""",other
7560,11/18/2024,livechat,"""I didn't know that I didn't send enough so there's no way I can get my money back""",payment issues
8385,11/18/2024,livechat,"""Why hasn't my money posted yet""",payment issues
7700,11/18/2024,livechat,"""So my whole $22 is gone and I can't play??""",payment issues
7601,11/18/2024,livechat,"""I’m sure it was""",other
3977,11/18/2024,livechat,"""Dosnt say USD""",other
7881,11/18/2024,livechat,"""but im not receiving any email""",other
7885,11/18/2024,livechat,"""How many  bitcoin digital wallets do I have with you guys""",payment issues
7393,11/18/2024,livechat,"""Hello could you tell me my vip level and deposited a good amount past few weeks and I don't have a piggy bank nor any ofy free spins from bonus codes I input when depositing.""",account issues
7830,11/18/2024,livechat,"""I just cashed out and when I confirmed it thru my email it said failed but it took the money ?""",payment issues
7662,11/18/2024,livechat,"""lol. Thank you""",other
7873,11/19/2024,livechat,"""Could you check my account to tell me if I can withdraw if I win the wager please ?""",account issues
8021,11/19/2024,livechat,"""how does piggy cash work""",payment issues
8512,11/19/2024,livechat,"""Because Local transfer doesn’t say 3-14 business day""",other
7700,11/19/2024,livechat,"""But it's said deposited like that for going on about 45 mins""",payment issues
7681,11/19/2024,livechat,"""Can You Help Me Please""",other
8482,11/19/2024,livechat,"""I made a $50+ deposit but didn’t get bonus mania spins""",payment issues
7494,11/19/2024,livechat,"""MP5UgSVgapnP3WiA3AgeVnMUeFeWsnKraY""",other
918,11/19/2024,telegram,"""Just right now I only played 100 spins not 200 and I won 489.30 but I only played 100 spins""",other
713,11/19/2024,telegram,"""Hey the app is bugging out it said I had 50 free spins then the app rebooted now it’s not letting me use it""",freespin issues
8127,11/19/2024,livechat,"""Hi can I get some free spins please""",freespin issues
7449,11/19/2024,livechat,"""Water bill""",payment issues
7858,11/19/2024,livechat,"""What is government issued document""",freespin issues
7670,11/19/2024,livechat,"""They told me there is a slight difference in my proof of address picture but there isnt""",other
8532,11/19/2024,livechat,"""Will I eventually hit the break piggy bank or is it just another luck thing?""",other
230,11/19/2024,telegram,"""i made a 71$ deposit but its not in yet""",payment issues
7749,11/19/2024,livechat,"""i just made a second deposit of 71$ for t5 bonus and piggy sppins, i havene treceived anything uy et""",payment issues
7681,11/19/2024,livechat,"""well i just had one deposit with piggy spinks like an hyour ago""",payment issues
7503,11/19/2024,livechat,"""Hi shouldn’t I have got the 3 spins with the bonuz mania with my last deposit""",payment issues
7389,11/19/2024,livechat,"""Otherwise I'd just keep going""",other
7473,11/19/2024,livechat,"""Can You Please Make Note Of This Also""",other
8147,11/19/2024,livechat,"""Okay yes I understand but you just transferred me to Jayden and he was looking into it for me""",other
8277,11/19/2024,livechat,"""as a Curtosey can you please add in this is time""",other
938,11/19/2024,livechat,"""It's not a bonus when I deposit the funds""",other
7793,11/19/2024,livechat,"""are you there""",other
7987,11/19/2024,livechat,"""Why my balance zero now ann?""",account issues
7813,11/19/2024,livechat,"""And if it doesnt?""",other
8177,11/19/2024,livechat,"""I just deposited money on my account and you have took the money but has not reflected on my account.  Why is that ?""",account issues
7582,11/19/2024,livechat,"""she asked me to check my balance and did but it disconnected""",account issues
8182,11/19/2024,livechat,"""Hi i tried to use both tournament any my free spins over the last week or so. Every time I do it just fails""",freespin issues
8266,11/19/2024,livechat,"""Why didn't i get my 100 free spins?""",freespin issues
159,11/19/2024,telegram,"""My jackpot spins won’t load""",game issues
8200,11/19/2024,livechat,"""Umm … no where through the bonus does it specify that it has to be USD …?""",other
8108,11/19/2024,livechat,"""Well I’m having trouble playing my jackpot mania games it just takes me to a blank screen""",game issues
8350,11/19/2024,livechat,"""ok. I will check""",other
2210,11/19/2024,livechat,"""So there's nothing I can do?""",other
8435,11/19/2024,livechat,"""Ahh ok! Just didn’t want to lose my spins since it says I only have an hour twenty minutes to use them""",freespin issues
273,11/19/2024,telegram,"""Hi I'm unable to play my jackpot mania spins""",game issues
8643,11/19/2024,livechat,"""as in it’s going to be fixed before the 24 hours is up?""",other
8670,11/19/2024,livechat,"""Hello my withdrawals don’t work""",account issues
